subdistrict_name,street_name,property_name,name,url,listing_id,description,date_posted,price,street_address,adress_locality,postal_code,rooms,bathrooms,listing_history,pid,type,style,building_style,building_dimensions,age,beds,bathrooms_f_h,main_living_area,total_living_area,listing_parcel_size,prov_parcel_size,assessed_at,rental_income,roof,exterior,foundation,basement,flooring,heating_cooling,fireplace,pool,fuel_supply,drinking_water,sewer,has_garage,parking,waterfront,water_access_view,property_features,land_features,utilities,appliances_incl,inclusions,exclusions,rental_equipment,listed_by,has_pcds,betterment_charges,bank_owned
Subdistrict A (Bedford),"Bradford Place, Bedford","135 Bradford Place, Bedford, NS (NOVA SCOTIA)",135 Bradford Place,https://www.viewpoint.ca/cutsheet/202525640/1/135-Bradford-Place,202525640,"This magnificent, move-in ready bungalow is located on a quiet street within the highly sought after community of Waterberry Park where you are surrounded by green spaces and trails designed to promote physical activity and mental well-being. Stroll down to the shops and restaurants on Larry Uteck Blvd., or hop in the car for an easy 20-minute commute to downtown Halifax. Maintained with obvious pride this home shows like new and has been landscaped with beautiful trees, shrubs and perennials. With neutral décor in a new trending style the main level features a modern open concept living space with high quality fits and finishes. The kitchen offers an abundance of cabinetry and counter space including a large walk-in pantry for the storage of all your goodies and specialized appliances, dining and living room areas with natural hardwood flooring, patio doors leading to the upper deck with natural gas BBQ hookup, large primary bedroom with full ensuite bath featuring double sinks, glass and tile surround shower and a spacious walk-in closet, second good sized bedroom, second full bath, conveniently located laundry room, spacious front foyer and access to garage that is perfect for the secure storage of your vehicle, tools and/or toys. The lower level has an expansive open concept family to recreation room space with durable quality laminate flooring, third good sized bedroom with walk-in closet and convenient access to the third full bath, huge bonus room currently used as a gym that would be perfect for a home theater and/or large office, spacious utility room with a ton of room for storage and  a walkout to the lower level stone patio and fully fenced back yard. This energy efficient townhome also features a natural gas boiler and ductless heat pump, resulting in low-cost heating and cooling with on demand hot water. The storage shed, stainless-steel appliances and washer & dryer are included. With warm friendly neighbours, this home has it all. View it today!",2025-10-10,799900,135 Bradford Place,Bedford,B4B 0R7,3,3,[],41423682,Single Family,Townhouse,Townhouse,32 x 50 -Jogs,9,3,3 / 0,"1,330 sqft","2,724 sqft","4,105 sqft","4,105 sqft","$686,500 (2026)",N/A,Asphalt Shingle,"Stone, Wood Siding, Brick, Vinyl",Poured Concrete,"Full, Fully Developed, Walkout","Tile, Ceramic, Laminate, Hardwood","Baseboard, Radiant, Heat Pump, Hot Water, In Floor",N/A,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Single, Built-in, Heated, Wired (built-in single)","Block, Interlocking, Double",No,N/A,"Alarm System, Ensuite Bath, HRV (Heat Recovery Ventilation)","Landscaped, Level, Wooded/Treed","Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer, Microwave Rng Hd Combo, Refrigerator, Stove, Washer",Appliances,N/A,None,Royal Lepage Anchor Realty,Yes,N/A,No
Subdistrict A (Bedford),"Crownridge Drive, Bedford","49 Crownridge Drive, Bedford, NS (NOVA SCOTIA)",49 Crownridge Drive,https://www.viewpoint.ca/cutsheet/202528484/1/49-Crownridge-Drive,202528484,"Inviting and beautifully designed, this home offers a perfect blend of modern upscale finishes and warm, welcoming spaces ideal for hosting family and friends both inside and out. A dramatic “tall wall” of expansive windows adds architectural character while bathing the interior in natural light and overlooking your resort-style backyard. Here, an in-ground saltwater pool with waterfall feature, stunning stone patio, hot tub, gas fireplace, and generous lawn area all back onto a lush greenbelt, providing exceptional privacy—your own personal oasis awaits.The striking floor-to-ceiling stone fireplace anchors the elegant open-concept living area, where timeless black-and-white décor and a custom wine display create a sophisticated yet inviting atmosphere. The expansive kitchen is a showstopper, featuring a fabulous island, gorgeous quartz countertops, high-end stainless steel appliances, abundant cabinetry, a spacious walk-in pantry, and a convenient bar/serving station that flows seamlessly into the dining space.The lower level is designed for comfort and entertainment—perfect for movie nights, sports events, or cozy evenings in. This level also includes additional bedrooms and full bath, gym area, and ample storage and utility space.Upstairs, the opulent private primary suite overlooks the backyard and offers a spa-inspired ensuite complete with a soaker tub, oversized shower, double vanity, and separate water closet. The custom walk-in closet evokes the feel of a fine Parisian boutique with extensive, thoughtfully designed storage. Spacious secondary bedrooms, upper-level laundry, and beautifully appointed bathrooms on every level add to the home’s convenience and appeal.Meticulously maintained and presented with pride, this exceptional property is truly move-in ready! Ideally located in the sought-after Parks of West Bedford, this is a rare opportunity to own a home that is  luxurious, welcoming and truly special both inside and out!",2025-11-24,1469900,49 Crownridge Drive,West Bedford,B4B 0X4,5,4,[],41440629,Single Family,Detached,2 Level,Irregular,6,5,3 / 1,"2,896 sqft","4,192 sqft","6,231 sqft","6,233 sqft","$1,341,500 (2026)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Engineered Hardwood, Porcelain",Heat Pump,Yes,Yes,Natural Gas,Municipal,Municipal,"Yes, Attached, Double, Heated (attached, 2 bays, heated)","Exposed Aggregate, Concrete, Double (double aggregate concrete)",No,N/A,"Ensuite Bath, In-Ground Pool, Hot Tub, Fireplace(s), HRV (Heat Recovery Ventilation)","Partially Fenced, Landscaped, Level","Electrical, Natural Gas, High Speed Internet",N/A,N/A,N/A,None,Keller Williams Select Realty,Yes,N/A,No
Subdistrict A (Bedford),"Forest Lane, Bedford","21 Forest Lane, Bedford, NS (NOVA SCOTIA)",21 Forest Lane,https://www.viewpoint.ca/cutsheet/202528649/1/21-Forest-Lane,202528649,"Nestled on a quiet, upscale cul-de-sac, this immaculate four-bedroom, two-storey home with an attached garage is a true standout. The landscaping has been carefully curated, setting the stage for the incredible outdoor living space. A custom-built deck extends your living area, complete with a gazebo-covered hot tub and a dedicated dining zone—perfect for relaxing or entertaining.  Inside, the home offers a warm, refined atmosphere with timeless design and high-end craftsmanship throughout. The family room, dining area, and kitchen flow together in an inviting open-concept layout. The gourmet kitchen, crafted by Genuine Kitchens, features antique white Thermofoil cabinetry with walnut hardware, eye-catching granite countertops, and beautiful hardwood floors.  A spacious front foyer leads to a private home office—ideal for modern work-from-home lifestyles. A powder room and direct access to the deck complete the main level.  Upstairs are four generous bedrooms with excellent closet space. The primary suite includes a walk-in closet, a luxurious ensuite, and access to a private upper deck with a spiral staircase leading down to the hot tub and fire pit area.  The lower level adds even more living space, featuring a cozy media room, a two-piece bath, and an impressive redwood wine cellar for the true connoisseur.  Lovingly maintained with exceptional care and attention over the years, this home is truly move-in ready. All located within walking distance of Paper Mill Lake, beach access, schools, shops, and more. Your new home awaits!",2025-11-27,1199000,21 Forest Lane,Bedford,B4A 1H8,4,4,[],00418582,Single Family,Detached,2 Level,47x40-J,N/A,4,2 / 2,"3,035 sqft","3,465 sqft","12,600 sqft","12,600 sqft","$806,600 (2026)",N/A,Asphalt Shingle,N/A,Poured Concrete,Partially Developed,"Ceramic, Hardwood","Baseboard, Heat Pump, Ductless Cooling",N/A,N/A,"Electric, Propane",Municipal,Municipal,"Yes, Attached, Single (single attached)",N/A,No,N/A,N/A,N/A,"Electrical, Cable, Telephone, High Speed Internet",N/A,N/A,N/A,Propane Tank,Viewpoint Realty Services Inc.,No,N/A,No
Subdistrict A (Bedford),"Innsbrook Way, Bedford","52 Innsbrook Way, Bedford, NS (NOVA SCOTIA)",52 Innsbrook Way,https://www.viewpoint.ca/cutsheet/202524658/1/52-Innsbrook-Way,202524658,"Meticulously maintained family home features 4 bedroom 3.5 bathroom home with over 3200 sq. ft. of luxury living space in the heart of Cascades Park within the Parks of West Bedford. This lovingly maintained family home includes 4 bedrooms, + 3 full bathrooms and convenient main floor powder room with an open-concept layout effortlessly connects the dining, kitchen, and two living areas, providing an ideal space for entertaining as well as simply great living space. The spacious kitchen, is both practical and stylish, featuring a natural gas cooking range and a full butler pantry with butler's sink, tons of extra storage and prep area. The second level includes 3 generously sized bedrooms, the primary bedroom includes a large ensuite with heated floor for optimal comfort, his/her sinks, soaker tub, custom tiled shower, and a walk-in closet. Finished basement includes a 4th bedroom, spacious rec-room and 3rd full bathroom, great space for out of town guests or older child.",2025-09-30,969900,52 Innsbrook Way,Bedford,B4B 0X6,4,4,[],41440801,Single Family,Detached,2 Level,28' x 45',6,4,3 / 1,"2,296 sqft","3,321 sqft","4,990 sqft","4,990 sqft","$998,400 (2026)",No,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Tile, Laminate, Hardwood","Heat Pump, Fireplace, Ducted Cooling",Yes,N/A,Natural Gas,Municipal,Municipal,"Yes, Built-in, 1.5, Heated (built in)","Exposed Aggregate, Concrete, Double",No,N/A,"Air Exchanger, Ensuite Bath, Fireplace(s)","Landscaped, Level","Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer, Range - Gas, Refrigerator, Washer",Appliances,N/A,None,Sutton Group Professional Realty,Yes,N/A,No
Subdistrict A (Bedford),"Innsbrook Way, Bedford","128 Innsbrook Way, Bedford, NS (NOVA SCOTIA)",128 Innsbrook Way,https://www.viewpoint.ca/cutsheet/202525060/1/128-Innsbrook-Way,202525060,"Welcome to 128 Innsbrook Way, West Bedford. This exquisite 4-bedroom, 3.5-bath home blends modern design with timeless comfort in one of the area's most sought-after communities. Bright and inviting, the open-concept layout is perfect for both entertaining and everyday family living.  At the heart of the home is a spacious chef's kitchen featuring high-end finishes, ample storage, and a large island designed for gathering. Unwind by the cozy gas fireplace in the living room, or step outside to the back deck overlooking peaceful greenspace and walking trails. You can also retreat to the private back patio and soak in the hot tub for the ultimate relaxation.  Upstairs, discover generously sized bedrooms with large closets, including a luxurious primary suite with a walk-in closet featuring custom shelving and a spa-like ensuite bathroom. The fully finished lower level offers a versatile family room equipped with a built-in audio and speaker system, ideal for movie nights or entertaining guests.  Tucked away on a quaint cul-de-sac, this home offers the best of both worlds: a quiet, family-friendly setting while being only minutes from schools, parks, and all of West Bedfords amenities. Meticulously cared for and move-in ready, 128 Innsbrook Way is a home you won't want to miss.",2025-10-03,1279000,128 Innsbrook Way,Bedford,B4B 0X8,4,4,[],41440918,Single Family,Detached,2.5 Level,47 x 35x23.1x2x23.9x32,7,4,3 / 1,"2,384 sqft","3,912 sqft","8,213 sqft","8,213 sqft","$1,142,400 (2026)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Engineered Hardwood, Concrete, Marble, Tile, Vinyl","Heat Pump, Ducted Cooling",Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Attached, Double, Heated, Wired (attached, wired, heated, two car garage)","Block, Double (double parking)",No,N/A,"Air Exchanger, Alarm System, Hot Tub, Fireplace(s), HRV (Heat Recovery Ventilation)","Cleared, Landscaped","Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dryer - Electric, Garburator, Refrigerator, Stove, Washer","Fridge, Stove, Dishwasher, Washer, Dryer, Hot Tub",N/A,None,Exit Realty Town & Country,Yes,N/A,No
Subdistrict A (Bedford),"Oceanview Drive, Bedford","85 Oceanview Drive, Bedford, NS (NOVA SCOTIA)",85 Oceanview Drive,https://www.viewpoint.ca/cutsheet/202529379/1/85-Oceanview-Drive,202529379,"This 2 storey beautifully updated home in sought-after Bedford South featuring extensive recent renovations. The property boasts newly renovated bathrooms with modern vanities and toilets, fresh paint throughout, updated kitchen countertops, and new light fixtures. Additional updates include a new stove hood, professional duct cleaning and sanitization, a newly constructed front porch deck and stairs, and a brand-new oil tank and air exchanger installed December 2025. The roof is only 8 years old.  The house features 3 bedrooms, 1.5 baths, propane fireplace, hardwood, ceramic flooring on main level, large eat-in kitchen leading to living room. Fully finished basement with rec room area, utility & laundry room. Front covered front deck/porch. Good sized bedrooms, master has large walk-in closet. Full bath with whirlpool tub, and much more.   Prime Location: Conveniently located waking distance from Bedford South School and only 5min drive to Sobeys, Dollarama, Goodlife Fitness, Tim Hortons, and many more amenities all located at 55 Peakview Way. Bedford Place Mall and Sunnyside Mall are both easily accessible, offering shopping, dining, and everyday services. The property is steps from local parks and just a 20-minute drive to downtown Halifax, providing the perfect balance of suburban tranquility and urban convenience.  List of upgrades  1. Painted the whole house  2. New kitchen countertop  3. New light fixtures throughout  4. New stove hood   5. Duct cleaning and sanitizing completed  6. Newly done front porch deck and stairs   7. New roof - only 8 years old  8. Newly installed oil tank Dec 2025  9. New air exchanger installed Dec 2025",2025-12-12,565000,85 Oceanview Drive,Halifax,B4A 4C5,3,2,[],40671265,Single Family,Detached,2 Level,20.5' x 33',29,3,1 / 1,"1,358 sqft","1,994 sqft","3,414 sqft","3,414 sqft","$566,600 (2026)",No,Asphalt Shingle,Vinyl,Poured Concrete,"Full, Fully Developed","Ceramic, Carpet, Laminate, Hardwood","Furnace, Forced Air",Yes,N/A,"Oil, Propane",Municipal,Municipal,"No, None","Paved, Double (paved driveway)",No,N/A,"Air Exchanger, Propane Fireplace","Landscaped, Level","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Microwave, Range, Refrigerator, Washer",N/A,N/A,Propane Tank,Re/max Nova (halifax),No,N/A,No
Subdistrict A (Bedford),"Oceanview Drive, Bedford","91 Oceanview Drive, Bedford, NS (NOVA SCOTIA)",91 Oceanview Drive,https://www.viewpoint.ca/cutsheet/202522689/1/91-Oceanview-Drive,202522689,"Welcome to 91 Oceanview Drive in sought-after Bedford South! This beautiful 5-bedroom, 3.5-bath home offers the perfect balance of comfort, convenience, and community. You have quick access to grocery stores, restaurants, fitness centers, and top-rated schools, while also enjoying the peace and privacy of backing onto a greenbelt and being steps away from Oceanview and Nine Mile Drive Park. The main level features a bright large living space, dining area, lovely kitchen and a half washroom, direct access to the back deck and yard. Upstairs, the spacious primary bedroom includes a walk-in closet and a large ensuite bath, while two additional bedrooms and a full bath complete the upper level. The finished basement provides two additional rooms, full washroom and a laundry area. Excellent location that offers both nature and city convenience!",2025-09-08,599000,91 Oceanview Drive,Bedford,B4A 4H5,5,4,[],40671281,Single Family,Detached,2 Level,38 x 24,30,5,3 / 1,"1,588 sqft","2,372 sqft","3,454 sqft","3,454 sqft","$571,000 (2026)",N/A,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,Fully Developed,"Engineered Hardwood, Tile, Laminate",Baseboard,N/A,N/A,"Electric, Oil",Municipal,Municipal,"No, None",Paved,No,N/A,Air Exchanger,Cleared,"Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Freezer - Chest, Refrigerator, Stove, Washer",N/A,N/A,None,Re/max Nova (windsor),Yes,N/A,No
Subdistrict A (Bedford),"Tilbury Avenue, Bedford","99 Tilbury Avenue, Bedford, NS (NOVA SCOTIA)",99 Tilbury Avenue,https://www.viewpoint.ca/cutsheet/202526881/1/99-Tilbury-Avenue,202526881,"Welcome to this stunning contemporary two-storey home in the heart of the sought-after Cascade Park community of West Bedford!The main level offers a bright open-concept design combining the kitchen, dining, and living areas, complete with a cozy natural gas fireplace. Enjoy a carpet-free interior featuring quartz countertops, 9-foot ceilings on both the main floor and lower level, and elegant crown moulding throughout the main living space.Upstairs, you’ll find a spacious primary bedroom with a walk-in closet and a luxurious 5-piece ensuite bath with a custom tiled shower. Two additional well-sized bedrooms, a full main bath, and a convenient laundry area with a set tub complete the upper level.The lower level offers a large rec room, an additional bedroom, a full bath, and a walkout to the backyard — perfect for family living or guest accommodation. Step outside to a composite back deck with aluminum frame and glass rails, or pull up to your aggregate concrete driveway. Additional highlights include LED pot lights, a brand new energy-efficient heat pump with natural gas backup, and a prime location within walking distance to West Bedford School and nearby amenities.This home perfectly blends modern comfort, quality craftsmanship, and an unbeatable location — truly a must-see in West Bedford!",2025-10-30,839900,99 Tilbury Avenue,Bedford,B4B 0X9,4,4,[],41442435,Single Family,Detached,2 Level,22x50,7,4,3 / 1,"1,900 sqft","2,720 sqft","4,256 sqft","4,254 sqft","$836,200 (2026)",N/A,Asphalt Shingle,"Masonite/Colour Lock, Vinyl",Poured Concrete,Full,"Tile, Laminate, Hardwood",Heat Pump,N/A,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Single, Built-in (built single)",Exposed Aggregate,No,N/A,"Air Exchanger, Ensuite Bath, Balcony",Landscaped,"Electrical, Cable, Natural Gas, High Speed Internet","Dishwasher, Dryer, Range, Refrigerator, Washer",All appliances,N/A,None,Royal Lepage Atlantic,No,N/A,No
Subdistrict F (Bedford),"Armenia Drive, Bedford","100 Armenia Drive, Bedford, NS (NOVA SCOTIA)",100 Armenia Drive,https://www.viewpoint.ca/cutsheet/202600945/1/100-Armenia-Drive,202600945,"Discover the perfect blend of style and convenience in this move-in-ready, spacious raised bungalow located in the highly desirable Ravines of Bedford South. This home offers premium living across 2fully finished levels, ideally situated within walking distance to all local amenities, schools, and park. The main floor welcomes you with the open-concept living space with natural light. At the heart of the home is a very functional kitchen equipped with a center island with seating & granite countertops. The primary retreat serves as a spacious sanctuary, complete with a dbl-door walk-in closet and a luxurious 4 pc ensuite featuring a dbl vanity, granite surfaces, and a custom-tiled shower. This level also includes a well-appointed 2nd bedroom, a full guest bathroom, and a dedicated laundry room for ultimate convenience.The fully developed lower level significantly expands the home's footprint, highlighted by a spacious family room perfect for movie nights. This level also hosts a 3rd bdrm, ideal for teenagers or a quiet home office, alongside a 3rd full bathroom and a generous storage room to keep your living space organized.Throughout the home, you will find hardwood and ceramic flooring. Modern efficiency is a priority, with 2 ductless heat pumps providing comfortable heating & air conditioning year-round and solar panels to lower your power costs! Outdoor living is equally impressive, featuring a large rear deck accessible through patio doors, while the integrated double car garage with EV charger offers security and protection from the elements. Living in the Ravines of Bedford South means you are just steps away from walking trails, shopping, and quick highway access for an easy commute to downtown Halifax or the airport.",2026-01-16,779000,100 Armenia Drive,Bedford,B4A 0H6,3,3,[],41356247,Single Family,Detached,2 Level,28x49,10,3,3 / 0,"2,168 sqft","2,168 sqft","5,600 sqft","5,600 sqft","$744,600 (2026)",N/A,Asphalt Shingle,Brick,Poured Concrete,Fully Developed,"Ceramic, Hardwood","Baseboard, Heat Pump, Ductless Cooling",N/A,N/A,Electric,Municipal,Municipal,"Yes, Double, Built-in, Heated (built in double)","Paved, Double",No,N/A,"Ensuite Bath, HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, High Speed Internet",N/A,"EV Charger, solar panels",N/A,None,Royal Lepage Atlantic,Yes,N/A,No
Subdistrict F (Bedford),"Millview Avenue, Bedford","1 Millview Avenue, Bedford, NS (NOVA SCOTIA)",1 B Millview Avenue,https://www.viewpoint.ca/cutsheet/202514590/1/1-B-Millview-Avenue,202514590,"Perched in the heart of Bedford with panoramic views of the Bedford Basin, this spacious and energy-efficient 5 bedroom, 4 bath home offers nearly 3214 sqft of beautifully designed living space. Step inside to a sunlit main floor with high end mahogany hardwood flooring featuring a bright living room with built-in electric fireplace and breathtaking water views  of Bedford Basin and private deck. The chef inspired kitchen boasts stainless steel appliances, granite countertops, modern cabinetry, a walk-in pantry and a generous breakfast island. Upstairs the primary suite offers a tranquil escape with a luxurious ensuite complete with a state of the art jetted tub. Three additional spacious bedrooms provide comfort and privacy for the entire family, conveniently located laundry room and a 3rd 4 piece bathroom. The fully finished basement offers incredible flexibility with a bright 5th bedroom, full bath and a kitchenette, ideal for extended family, guests or potential in-law suite. Unbeatable features are attached heated garage with heated driveway, ducted heat pump for year-round energy efficiency and  yard with low maintenance landscaping.  Located just steps from Millcove Shopping Plaza, DeWolf Waterfront Park, great restaurants, schools and offering quick access to Highways 102, 101 and 103. This home combines lifestyle, convenience and comfort in once exceptional package.",2025-06-13,919900,1 B Millview Avenue,Bedford,B4A 1G6,5,4,[],41311291,Single Family,Detached,2 Level,35.4 x 30 + Jog,13,5,3 / 1,"2,369 sqft","3,214 sqft","8,962 sqft","8,962 sqft","$907,800 (2026)",Potential,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,Fully Developed,"Ceramic, Laminate, Hardwood",Heat Pump,Yes,N/A,Electric,Municipal,Municipal,"Yes, Double, Built-in, Heated (double/attached)","Exposed Aggregate, Other, Multiple Driveways (multiple)",No,"View: Harbour, View: Ocean","Alarm System, Water Jet Tub, Wood Stove(s), Ensuite Bath, Electric Fireplace, Central Vac Roughed In","Cleared, Landscaped, Sloping/Terraced","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer - Electric, Other, Range - Electric, Refrigerator, Washer",All Appliances,N/A,None,Re/max Nova (halifax),Yes,N/A,No
