subdistrict_name,street_name,property_name,name,url,listing_id,description,date_posted,price,street_address,adress_locality,postal_code,rooms,bathrooms,listing_history,pid,type,style,building_style,building_dimensions,age,beds,bathrooms_f_h,main_living_area,total_living_area,listing_parcel_size,prov_parcel_size,assessed_at,rental_income,roof,exterior,foundation,basement,flooring,heating_cooling,fireplace,pool,fuel_supply,drinking_water,sewer,has_garage,parking,waterfront,water_access_view,property_features,land_features,utilities,appliances_incl,inclusions,exclusions,rental_equipment,listed_by,has_pcds,betterment_charges,bank_owned,pid_s
Subdistrict A (Bedford),"Binnacle Court, Bedford","3 Binnacle Court, Bedford, NS (NOVA SCOTIA)",3 Binnacle Court,https://www.viewpoint.ca/cutsheet/202601613/1/3-Binnacle-Court-Bedford,202601613,"Proudly offered by the original owner, this bright and spacious home offers approximately 2,598 sq. ft. of well-designed living space, ideal for growing families, multi-generational living, or future income potential.  A versatile, light-filled home with space, comfort, and located on a quiet cul-de-sac with parking for multiple cars. The main floor features generously sized rooms, including a large living room with a custom built-in oak wall unit and a convenient half bath. The kitchen is open-concept to an extra-large dining area, perfect for hosting family gatherings and celebrations, and includes an extra-large pantry for added storage. Patio door lead to a private backyard and deck, creating a seamless indoor-outdoor flow. A bonus 5' x 9'6"" room offers flexible use as a prayer room, quiet office, or additional storage. The home is filled with natural light throughout and features mostly new lighting. Upstairs, you’ll find three spacious bedrooms, including a generous primary suite with two walk-in closets—one exceptionally large. The updated 5-piece ensuite includes a stand-up shower.  The other two bedrooms are accompanied by a large main bathroom and updated mirrors. The lower level provides excellent potential for an in-law suite or rental unit (with minor adjustments). This level includes a full bathroom, laundry area, bedroom, movie room or living space, bar area, and separate, offering both privacy and convenience. Located in a highly desirable family community popular with professionals, this home offers easy access to Halifax, excellent schools, modern amenities, and a beautiful lifestyle with nearby lakes, walking paths, waterfronts, and parks. Some flooring was intentionally not replaced, allowing buyers the opportunity to personalize the space to their taste.",2026-01-28,648600,3 Binnacle Court,Bedford,B4A 4A3,4,4,[],40735649,Single Family,Detached,2 Level,28x32,28,4,3 / 1,"1,792 sqft","2,598 sqft","3,435 sqft","3,435 sqft","$614,000 (2026)",N/A,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,"Fully Developed, Walkout","Ceramic, Carpet, Laminate","Baseboard, Hot Water",N/A,N/A,Oil,Municipal,Municipal,"No, None","Paved, Parking Space(s) (triple car parking driveway)",No,N/A,"HRV (Heat Recovery Ventilation), Central Vac Roughed In","Wooded/Treed, Partial Landscaped","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer - Electric, Refrigerator, Stove, Washer","Fridge, stove, washer, dryer, dishwasher",N/A,None,Re/max Nova,Yes,N/A,No,
Subdistrict A (Bedford),"Crownridge Drive, Bedford","49 Crownridge Drive, West Bedford, NS (NOVA SCOTIA)",49 Crownridge Drive,https://www.viewpoint.ca/cutsheet/202528484/1/49-Crownridge-Drive-West-Bedford,202528484,"Inviting and beautifully designed, this home offers a perfect blend of modern upscale finishes and warm, welcoming spaces ideal for hosting family and friends both inside and out. A dramatic “tall wall” of expansive windows adds architectural character while bathing the interior in natural light and overlooking your resort-style backyard. Here, an in-ground saltwater pool with waterfall feature, stunning stone patio, hot tub, gas fireplace, and generous lawn area all back onto a lush greenbelt, providing exceptional privacy—your own personal oasis awaits.The striking floor-to-ceiling stone fireplace anchors the elegant open-concept living area, where timeless black-and-white décor and a custom wine display create a sophisticated yet inviting atmosphere. The expansive kitchen is a showstopper, featuring a fabulous island, gorgeous quartz countertops, high-end stainless steel appliances, abundant cabinetry, a spacious walk-in pantry, and a convenient bar/serving station that flows seamlessly into the dining space.The lower level is designed for comfort and entertainment—perfect for movie nights, sports events, or cozy evenings in. This level also includes additional bedrooms and full bath, gym area, and ample storage and utility space.Upstairs, the opulent private primary suite overlooks the backyard and offers a spa-inspired ensuite complete with a soaker tub, oversized shower, double vanity, and separate water closet. The custom walk-in closet evokes the feel of a fine Parisian boutique with extensive, thoughtfully designed storage. Spacious secondary bedrooms, upper-level laundry, and beautifully appointed bathrooms on every level add to the home’s convenience and appeal.Meticulously maintained and presented with pride, this exceptional property is truly move-in ready! Ideally located in the sought-after Parks of West Bedford, this is a rare opportunity to own a home that is  luxurious, welcoming and truly special both inside and out!",2025-11-24,1469900,49 Crownridge Drive,West Bedford,B4B 0X4,5,4,[],41440629,Single Family,Detached,2 Level,Irregular,6,5,3 / 1,"2,896 sqft","4,192 sqft","6,231 sqft","6,233 sqft","$1,341,500 (2026)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Engineered Hardwood, Porcelain",Heat Pump,Yes,Yes,Natural Gas,Municipal,Municipal,"Yes, Attached, Double, Heated (attached, 2 bays, heated)","Exposed Aggregate, Concrete, Double (double aggregate concrete)",No,N/A,"Ensuite Bath, In-Ground Pool, Hot Tub, Fireplace(s), HRV (Heat Recovery Ventilation)","Partially Fenced, Landscaped, Level","Electrical, Natural Gas, High Speed Internet",N/A,N/A,N/A,None,Keller Williams Select Realty,Yes,N/A,No,
Subdistrict A (Bedford),"Forest Lane, Bedford","21 Forest Lane, Bedford, NS (NOVA SCOTIA)",21 Forest Lane,https://www.viewpoint.ca/cutsheet/202602246/1/21-Forest-Lane-Bedford,202602246,"Nestled on a quiet, upscale cul-de-sac, this immaculate four-bedroom, two-storey home with an attached garage is a true standout. The landscaping has been carefully curated, setting the stage for the incredible outdoor living space. A custom-built deck extends your living area, complete with a gazebo-covered hot tub and a dedicated dining zone—perfect for relaxing or entertaining.  Inside, the home offers a warm, refined atmosphere with timeless design and high-end craftsmanship throughout. The family room, dining area, and kitchen flow together in an inviting open-concept layout. The gourmet kitchen, crafted by Genuine Kitchens, features antique white Thermofoil cabinetry with walnut hardware, eye-catching granite countertops, and beautiful hardwood floors.  A spacious front foyer leads to a private home office—ideal for modern work-from-home lifestyles. A powder room and direct access to the deck complete the main level.  Upstairs are four generous bedrooms with excellent closet space. The primary suite includes a walk-in closet, a luxurious ensuite, and access to a private upper deck with a spiral staircase leading down to the hot tub and fire pit area.  The lower level adds even more living space, featuring a cozy media room, a two-piece bath, and an impressive redwood wine cellar for the true connoisseur.  Lovingly maintained with exceptional care and attention over the years, this home is truly move-in ready. All located within walking distance of Paper Mill Lake, beach access, schools, shops, and more. Your new home awaits!",2026-02-06,1175000,21 Forest Lane,Bedford,B4A 1H8,4,4,[],00418582,Single Family,Detached,2 Level,47x40-J,N/A,4,2 / 2,"3,035 sqft","3,035 sqft","12,600 sqft","12,600 sqft","$806,600 (2026)",N/A,Asphalt Shingle,N/A,Poured Concrete,Partially Developed,"Ceramic, Hardwood","Baseboard, Heat Pump, Ductless Cooling",N/A,N/A,"Electric, Propane",Municipal,Municipal,"Yes, Attached, Single (single attached)",N/A,No,N/A,N/A,N/A,"Electrical, Cable, Telephone, High Speed Internet",N/A,N/A,N/A,Propane Tank,Viewpoint Realty Services Inc.,No,N/A,No,
Subdistrict A (Bedford),"Innsbrook Way, Bedford","52 Innsbrook Way, Bedford, NS (NOVA SCOTIA)",52 Innsbrook Way,https://www.viewpoint.ca/cutsheet/202524658/1/52-Innsbrook-Way-Bedford,202524658,"Meticulously maintained family home features 4 bedroom 3.5 bathroom home with over 3200 sq. ft. of luxury living space in the heart of Cascades Park within the Parks of West Bedford. This lovingly maintained family home includes 4 bedrooms, + 3 full bathrooms and convenient main floor powder room with an open-concept layout effortlessly connects the dining, kitchen, and two living areas, providing an ideal space for entertaining as well as simply great living space. The spacious kitchen, is both practical and stylish, featuring a natural gas cooking range and a full butler pantry with butler's sink, tons of extra storage and prep area. The second level includes 3 generously sized bedrooms, the primary bedroom includes a large ensuite with heated floor for optimal comfort, his/her sinks, soaker tub, custom tiled shower, and a walk-in closet. Finished basement includes a 4th bedroom, spacious rec-room and 3rd full bathroom, great space for out of town guests or older child.",2025-09-30,969900,52 Innsbrook Way,Bedford,B4B 0X6,4,4,[],41440801,Single Family,Detached,2 Level,28' x 45',6,4,3 / 1,"2,296 sqft","2,296 sqft","4,990 sqft","4,990 sqft","$998,400 (2026)",No,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Tile, Laminate, Hardwood","Heat Pump, Fireplace, Ducted Cooling",Yes,N/A,Natural Gas,Municipal,Municipal,"Yes, Built-in, 1.5, Heated (built in)","Exposed Aggregate, Concrete, Double",No,N/A,"Air Exchanger, Ensuite Bath, Fireplace(s)","Landscaped, Level","Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer, Range - Gas, Refrigerator, Washer",Appliances,N/A,None,Sutton Group Professional Realty,Yes,N/A,No,
Subdistrict A (Bedford),"Innsbrook Way, Bedford","128 Innsbrook Way, Bedford, NS (NOVA SCOTIA)",128 Innsbrook Way,https://www.viewpoint.ca/cutsheet/202525060/1/128-Innsbrook-Way-Bedford,202525060,"Welcome to 128 Innsbrook Way, West Bedford. This exquisite 4-bedroom, 3.5-bath home blends modern design with timeless comfort in one of the area's most sought-after communities. Bright and inviting, the open-concept layout is perfect for both entertaining and everyday family living.  At the heart of the home is a spacious chef's kitchen featuring high-end finishes, ample storage, and a large island designed for gathering. Unwind by the cozy gas fireplace in the living room, or step outside to the back deck overlooking peaceful greenspace and walking trails. You can also retreat to the private back patio and soak in the hot tub for the ultimate relaxation.  Upstairs, discover generously sized bedrooms with large closets, including a luxurious primary suite with a walk-in closet featuring custom shelving and a spa-like ensuite bathroom. The fully finished lower level offers a versatile family room equipped with a built-in audio and speaker system, ideal for movie nights or entertaining guests.  Tucked away on a quaint cul-de-sac, this home offers the best of both worlds: a quiet, family-friendly setting while being only minutes from schools, parks, and all of West Bedfords amenities. Meticulously cared for and move-in ready, 128 Innsbrook Way is a home you won't want to miss.",2025-10-03,1279000,128 Innsbrook Way,Bedford,B4B 0X8,4,4,[],41440918,Single Family,Detached,2.5 Level,47 x 35x23.1x2x23.9x32,7,4,3 / 1,"2,384 sqft","3,912 sqft","8,213 sqft","8,213 sqft","$1,142,400 (2026)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Engineered Hardwood, Concrete, Marble, Tile, Vinyl","Heat Pump, Ducted Cooling",Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Attached, Double, Heated, Wired (attached, wired, heated, two car garage)","Block, Double (double parking)",No,N/A,"Air Exchanger, Alarm System, Hot Tub, Fireplace(s), HRV (Heat Recovery Ventilation)","Cleared, Landscaped","Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dryer - Electric, Garburator, Refrigerator, Stove, Washer","Fridge, Stove, Dishwasher, Washer, Dryer, Hot Tub",N/A,None,Exit Realty Town & Country,Yes,N/A,No,
Subdistrict A (Bedford),"Oceanview Drive, Bedford","85 Oceanview Drive, Halifax, NS (NOVA SCOTIA)",85 Oceanview Drive,https://www.viewpoint.ca/cutsheet/202529379/1/85-Oceanview-Drive-Halifax,202529379,"This 2 storey beautifully updated home in sought-after Bedford South featuring extensive recent renovations. The property boasts newly renovated bathrooms with modern vanities and toilets, fresh paint throughout, updated kitchen countertops, and new light fixtures. Additional updates include a new stove hood, professional duct cleaning and sanitization, a newly constructed front porch deck and stairs, and a brand-new oil tank and air exchanger installed December 2025. The roof is only 8 years old.  The house features 3 bedrooms, 1.5 baths, propane fireplace, hardwood, ceramic flooring on main level, large eat-in kitchen leading to living room. Fully finished basement with rec room area, utility & laundry room. Front covered front deck/porch. Good sized bedrooms, master has large walk-in closet. Full bath with whirlpool tub, and much more.   Prime Location: Conveniently located waking distance from Bedford South School and only 5min drive to Sobeys, Dollarama, Goodlife Fitness, Tim Hortons, and many more amenities all located at 55 Peakview Way. Bedford Place Mall and Sunnyside Mall are both easily accessible, offering shopping, dining, and everyday services. The property is steps from local parks and just a 20-minute drive to downtown Halifax, providing the perfect balance of suburban tranquility and urban convenience.  List of upgrades  1. Painted the whole house  2. New kitchen countertop  3. New light fixtures throughout  4. New stove hood   5. Duct cleaning and sanitizing completed  6. Newly done front porch deck and stairs   7. New roof - only 8 years old  8. Newly installed oil tank Dec 2025  9. New air exchanger installed Dec 2025",2025-12-12,560000,85 Oceanview Drive,Halifax,B4A 4C5,3,2,[],40671265,Single Family,Detached,2 Level,20.5' x 33',29,3,1 / 1,"1,358 sqft","1,994 sqft","3,414 sqft","3,414 sqft","$566,600 (2026)",No,Asphalt Shingle,Vinyl,Poured Concrete,"Full, Fully Developed","Ceramic, Carpet, Laminate, Hardwood","Furnace, Forced Air",Yes,N/A,"Oil, Propane",Municipal,Municipal,"No, None","Paved, Double (paved driveway)",No,N/A,"Air Exchanger, Propane Fireplace","Landscaped, Level","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Microwave, Range, Refrigerator, Washer",N/A,N/A,Propane Tank,Re/max Nova (halifax),No,N/A,No,
Subdistrict A (Bedford),"Oceanview Drive, Bedford","91 Oceanview Drive, Bedford, NS (NOVA SCOTIA)",91 Oceanview Drive,https://www.viewpoint.ca/cutsheet/202522689/1/91-Oceanview-Drive-Bedford,202522689,"Welcome to 91 Oceanview Drive in sought-after Bedford South! This beautiful 5-bedroom, 3.5-bath home offers the perfect balance of comfort, convenience, and community. You have quick access to grocery stores, restaurants, fitness centers, and top-rated schools, while also enjoying the peace and privacy of backing onto a greenbelt and being steps away from Oceanview and Nine Mile Drive Park. The main level features a bright large living space, dining area, lovely kitchen and a half washroom, direct access to the back deck and yard. Upstairs, the spacious primary bedroom includes a walk-in closet and a large ensuite bath, while two additional bedrooms and a full bath complete the upper level. The finished basement provides two additional rooms, full washroom and a laundry area. Excellent location that offers both nature and city convenience!",2025-09-08,599000,91 Oceanview Drive,Bedford,B4A 4H5,5,4,[],40671281,Single Family,Detached,2 Level,38 x 24,30,5,3 / 1,"1,588 sqft","2,372 sqft","3,454 sqft","3,454 sqft","$571,000 (2026)",N/A,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,Fully Developed,"Engineered Hardwood, Tile, Laminate",Baseboard,N/A,N/A,"Electric, Oil",Municipal,Municipal,"No, None",Paved,No,N/A,Air Exchanger,Cleared,"Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Freezer - Chest, Refrigerator, Stove, Washer",N/A,N/A,None,Re/max Nova (windsor),Yes,N/A,No,
Subdistrict A (Bedford),"Peverill Court, Bedford","15 Peverill Court, Bedford, NS (NOVA SCOTIA)",15 Peverill Court,https://www.viewpoint.ca/cutsheet/202601225/1/15-Peverill-Court-Bedford,202601225,"Welcome to 15 Peverill Court, a beautifully maintained 3-bedroom, 1 ½-bath semi-detached home perfectly situated on a quiet cul-de-sac in sought-after Bedford. Offering both comfort and convenience, this property is ideal for families, professionals, or anyone seeking a welcoming neighborhood with easy access to all amenities. Step inside to a bright and inviting living space, complete with a cozy propane fireplace that sets the tone for relaxing evenings. The well-planned kitchen flows seamlessly to the dining area and backyard, where a propane hookup makes BBQ season effortless. Upstairs, the spacious primary suite features a walk-in closet, accompanied by two additional bedrooms and a full bath. Practical upgrades include a propane furnace installed in 2022, 2 new windows on the main floor(main picture window and side window in the living room) and all new windows on the upper level ensuring energy-efficient comfort throughout the seasons. Set in one of Bedford’s most desirable locations, this home is just minutes to schools, parks, shopping, and major commuter routes—all while tucked away on a peaceful cul-de-sac.",2026-01-21,549900,15 Peverill Court,Bedford,B4A 4G4,3,2,[],40769861,Single Family,Semi-Detached,2 Level,21 x 34,27,3,1 / 1,"1,428 sqft","1,848 sqft","3,270 sqft","3,270 sqft","$556,100 (2026)",Potential,Asphalt Shingle,Vinyl,Poured Concrete,Fully Developed,"Concrete, Carpet, Laminate, Hardwood","Furnace, Forced Air",Yes,N/A,Propane,Municipal,Municipal,"Yes, Single, Built-in, Wired (attached, wired)",Paved (paved 2-car driveway),No,N/A,"Air Exchanger, Central Vacuum, Propane Fireplace",Landscaped,"Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Refrigerator, Stove, Washer","Fridge, Stove, Washer, Dryer, Dishwasher",N/A,Propane Tank,Keller Williams Select Realty,No,N/A,No,
Subdistrict A (Bedford),"Serotina Lane, Bedford","9 Serotina Lane, Bedford, NS (NOVA SCOTIA)",9 Serotina Lane,https://www.viewpoint.ca/cutsheet/202601380/1/9-Serotina-Lane-Bedford,202601380,"Located on a quiet cul-de-sac in The Parks of West Bedford, this beautifully maintained east west facing 8-year-old home shows like new and offers over 2,700 sq. ft. of finished living space with 4 bedrooms and 4 bathrooms.  The home has been freshly painted throughout, including all trim, and features a new kitchen with appliances in excellent condition and a Walk in Pantry. Designed for modern living, the main level offers a bright, open-concept layout with extra-large windows that flood the space with natural light. The home is equipped with a ducted heat pump, natural gas heating, and a gas stove for comfort and efficiency year-round.  Upstairs, the bedrooms are generously sized, including a spacious primary suite with a beautiful ensuite bathroom.  The walkout basement adds exceptional flexibility, featuring a large bedroom and rough-in plumbing for a wet bar or kitchenette, making it ideal for in-law accommodations or future rental potential.  Additional highlights include a wide driveway, an EV plug ready for an electric vehicle charger in the garage, Full house width deck with glass railings and excellent curb appeal.  The property is zoned for some of the area’s most sought-after schools, including West Bedford School (elementary to high school) and C.P. Allen High School, with French options at École du Sommet and École Beaubassin. Conveniently located within walking distance to plazas, shops, and everyday amenities.  A move-in-ready home in a prime West Bedford location—this property offers space, comfort, and long-term value.",2026-01-23,849900,9 Serotina Lane,Bedford,B4P 0P1,4,4,[],41458829,Single Family,Detached,2 Level,22x50,8,4,3 / 1,"1,895 sqft","2,713 sqft","7,336 sqft","7,336 sqft","$864,000 (2026)",Potential,Asphalt Shingle,"Other, Brick, Vinyl",Poured Concrete,"Full, Fully Developed, Walkout","Concrete, Laminate, Hardwood",Heat Pump,Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Single (built in - single)","Interlocking, Concrete",No,N/A,"Gas Stove(s), Air Exchanger, Ensuite Bath, Balcony, Fireplace(s)","Cleared, Landscaped","Electrical, Cable, Natural Gas, High Speed Internet, Other","Dishwasher, Dryer, Microwave, Oven, Refrigerator, Stove, Washer",All Appliances,N/A,None,Re/max Nova,Yes,N/A,No,
Subdistrict F (Bedford),"Armenia Drive, Bedford","100 Armenia Drive, Bedford, NS (NOVA SCOTIA)",100 Armenia Drive,https://www.viewpoint.ca/cutsheet/202600945/1/100-Armenia-Drive-Bedford,202600945,"Discover the perfect blend of style and convenience in this move-in-ready, spacious raised bungalow located in the highly desirable Ravines of Bedford South. This home offers premium living across 2fully finished levels, ideally situated within walking distance to all local amenities, schools, and park. The main floor welcomes you with the open-concept living space with natural light. At the heart of the home is a very functional kitchen equipped with a center island with seating & granite countertops. The primary retreat serves as a spacious sanctuary, complete with a dbl-door walk-in closet and a luxurious 4 pc ensuite featuring a dbl vanity, granite surfaces, and a custom-tiled shower. This level also includes a well-appointed 2nd bedroom, a full guest bathroom, and a dedicated laundry room for ultimate convenience.The fully developed lower level significantly expands the home's footprint, highlighted by a spacious family room perfect for movie nights. This level also hosts a 3rd bdrm, ideal for teenagers or a quiet home office, alongside a 3rd full bathroom and a generous storage room to keep your living space organized.Throughout the home, you will find hardwood and ceramic flooring. Modern efficiency is a priority, with 2 ductless heat pumps providing comfortable heating & air conditioning year-round and solar panels to lower your power costs! Outdoor living is equally impressive, featuring a large rear deck accessible through patio doors, while the integrated double car garage with EV charger offers security and protection from the elements. Living in the Ravines of Bedford South means you are just steps away from walking trails, shopping, and quick highway access for an easy commute to downtown Halifax or the airport.",2026-01-16,779000,100 Armenia Drive,Bedford,B4A 0H6,3,3,[],41356247,Single Family,Detached,2 Level,28x49,10,3,3 / 0,"2,168 sqft","2,168 sqft","5,600 sqft","5,600 sqft","$744,600 (2026)",N/A,Asphalt Shingle,Brick,Poured Concrete,Fully Developed,"Ceramic, Hardwood","Baseboard, Heat Pump, Ductless Cooling",N/A,N/A,Electric,Municipal,Municipal,"Yes, Double, Built-in, Heated (built in double)","Paved, Double",No,N/A,"Ensuite Bath, HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, High Speed Internet",N/A,"EV Charger, solar panels",N/A,None,Royal Lepage Atlantic,Yes,N/A,No,
