subdistrict_name,street_name,property_name,name,url,listing_id,description,date_posted,price,street_address,adress_locality,postal_code,rooms,bathrooms,listing_history,pid,type,style,building_style,building_dimensions,age,beds,bathrooms_f_h,main_living_area,total_living_area,listing_parcel_size,prov_parcel_size,assessed_at,rental_income,roof,exterior,foundation,basement,flooring,heating_cooling,fireplace,pool,fuel_supply,drinking_water,sewer,has_garage,parking,waterfront,water_access_view,property_features,land_features,utilities,appliances_incl,inclusions,exclusions,rental_equipment,listed_by,has_pcds,betterment_charges,bank_owned
Subdistrict A (Bedford),"Amesbury Gate, Bedford","182 Amesbury Gate, Bedford, NS (NOVA SCOTIA)",182 Amesbury Gate,https://www.viewpoint.ca/cutsheet/202511571/1/182-Amesbury-Gate,202511571,"Beautifully designed single detached home located in the prestigious and rapidly growing West Bedford subdivision—one of Halifax’s most desirable and family-friendly communities. This spacious home offers 3,048 sq. ft. of well-appointed living space, combining modern design, functional layout, and energy-efficient features. From the moment you step into the generously sized foyer, you’ll be impressed by the natural light and the sense of openness created by the 18-foot ceiling in the living room. The main level features an open-concept layout with a seamless flow between the kitchen, dining area, and living space, ideal for family life and entertaining. A walk-in pantry adds extra storage, while the composite double deck at the rear provides a perfect spot for outdoor gatherings, overlooking a private, tree-lined backyard. Upstairs, you'll find a spacious primary bedroom complete with a walk-in closet ,an 5pc ensuite, along with two additional bedrooms and a full bathroom—perfect for families of all sizes. The fully finished walkout basement includes a recreation room, ideal for movie nights or game days, plus an extra bedroom and full bathroom, offering a private space for guests or extended family. Comfort is ensured year-round with an efficient natural gas boiler system and hot water baseboard heating, supplemented by a ductless heat pump on the main floor and a ducted heat pump system upstairs for optimal climate control. A newly installed solar system enhances the home's energy efficiency and sustainability, and will be paid off in full upon closing, making it a smart long-term investment for the future homeowner. Additional perks include a school bus stop conveniently located right in front of the house, adding unmatched ease for families with school-age children. Don’t miss the chance to own this exceptional home in one of Halifax’s top neighborhoods.",2025-05-20,1099000,182 Amesbury Gate,Bedford,B4B 0S7,4,4,[],41406752,Single Family,Detached,2 Level,35x41,8,4,3 / 1,"1,949 sqft","3,024 sqft","8,490 sqft","8,490 sqft","$887,500 (2025)",Potential,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Tile, Laminate, Hardwood","Baseboard, Heat Pump, Hot Water",Yes,N/A,"Natural Gas, Solar, Electric",Municipal,Municipal,"Yes, Double, Built-in (double , built in)","Paved, Double (double , paved)",No,N/A,"Electric Fireplace, HRV (Heat Recovery Ventilation), Central Vac Roughed In","Partially Fenced, Cleared, Landscaped","Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer - Electric, Range - Electric, Refrigerator, Washer",N/A,N/A,Other,Re/max Nova,Yes,N/A,No
Subdistrict A (Bedford),"Amesbury Gate, Bedford","192 Amesbury Gate, Bedford, NS (NOVA SCOTIA)",192 Amesbury Gate,https://www.viewpoint.ca/cutsheet/202515076/1/192-Amesbury-Gate,202515076,"There's a certain kind of home that instantly puts you at ease. The kind where light pours in, the energy feels right, and everything just flows. In a world that moves fast, coming home should feel like a reset. 192 Amesbury Gate does just that. From the moment you step through the front door, this meticulously maintained home invites you to relax. The foyer is bright and welcoming with easy access to the attached garage and a clear line of sight into the heart of the home. The main living area blends function and comfort with effortless style. A natural gas fireplace anchors the living room, while a ductless heat pump ensures year-round comfort. The kitchen is polished and practical with quartz countertops, a large centre island, and a walk-in pantry that keeps everything tucked away and tidy. The entire space exudes freshness and flows beautifully through patio doors to a backyard oasis that's been carefully curated for everyday enjoyment and effortless entertaining. Custom-built, multi-level decking leads to an above-ground pool, hot tub, and a green space that stretches well beyond the fence line. With a natural gas BBQ hookup, beautiful landscaping, and room to lounge and play, this backyard truly invites you to stay awhile. Upstairs, the home's layout is bright and breezy with 4 bedrooms, including a truly special owner's suite set behind double doors; a retreat in every sense - spacious, sunlit, with a walk-through closet and an ensuite thoughtfully designed for rest and restoration. Downstairs, the walkout basement is equally inviting, with a fantastic rec room, a flexible 5th bedroom, lots of storage, and another full bath. Located in sought-after West Bedford, minutes from the new school and every amenity, 192 Amesbury Gate is more than a home - it's peace of mind. Whether you're lounging by the pool, curled up by the fireplace, or simply sinking in to the effortless comfort of the space, this is a home that takes care of you. Come feel it for yourself.",2025-06-19,1139000,192 Amesbury Gate,Bedford,B4B 1H6,5,4,[],41406778,Single Family,Detached,2 Level,34 x 42,8,5,3 / 1,"2,296 sqft","3,329 sqft","8,922 sqft","8,922 sqft","$939,900 (2025)",N/A,Asphalt Shingle,"Stone, Wood Siding, Vinyl",Poured Concrete,"Full, Fully Developed, Walkout","Tile, Ceramic, Carpet, Laminate, Hardwood","Baseboard, Heat Pump, Hot Water, Ductless Cooling",Yes,Yes,Natural Gas,Municipal,Municipal,"Yes, Attached, 1.5 (attached, 1.5.)","Paved, Double (double, paved.)",No,N/A,"Air Exchanger, Above Ground Pool, Ensuite Bath, Hot Tub, Fireplace(s)","Cleared, Landscaped, Fenced","Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer, Refrigerator, Stove, Washer",N/A,N/A,None,Parachute Realty,Yes,N/A,No
Subdistrict A (Bedford),"Azita Court, Bedford","15 Azita Court, Bedford, NS (NOVA SCOTIA)",15 Azita Court,https://www.viewpoint.ca/cutsheet/202507164/1/15-Azita-Court,202507164,"Enjoy the OVERSIZED BACK DECK at this wonderful home, admire the trees and don't spent your weekends mowing!  The morning sun is enjoyed on this deck, while the sunsets are enjoyed from the front windows!    Situated in Bedford's wonderful Moirs Mill area, this three-level, semi-detached home is ready for new owners! You'll love the gleaming hardwood floors throughout. Starting on the grade-entry level, the family room, complete with a walkout, was previously used as a crafting area. Built-in shelving offers excellent storage, making it perfect for hobbies, books, puzzles, toys, or whatever suits your lifestyle. From here, step out into the wooded and treed backyard.The main level features spacious,  open-concept living, dining, and kitchen area, complete with room for an additional table, as well as a convenient 2-piece bathroom. On the top floor, the primary suite is generously sized, featuring double closets and a 4-piece ensuite. Two additional bedrooms and a third full bathroom complete this level. For year-round comfort, the home is equipped with 3 ductless mini-split heat pumps (all paid for), one on each floor. Located on a quiet cul-de-sac, this home is just minutes from all the amenities that make Bedford such a desirable place to live, including MSVU and the Bedford Waterfront!",2025-04-08,565000,15 Azita Court,Bedford,B4A 3Y6,3,3,[],40728172,Single Family,Semi-Detached,2 Level,"34'3"" x 19'7""",30,3,2 / 1,"1,652 sqft","1,652 sqft","2,213 sqft","2,213 sqft","$525,500 (2025)",Potential,Asphalt Shingle,Vinyl,Poured Concrete,"Full, Fully Developed, Walkout","Ceramic, Carpet, Hardwood","Baseboard, Heat Pump",N/A,N/A,"Electric, Propane",Municipal,Municipal,"Yes, Single, Built-in, Wired (single built in)","Paved, Single",No,N/A,"Ensuite Bath, Central Vac Roughed In","Landscaped, Level, Sloping/Terraced, Wooded/Treed","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer","Fridge, Stove, Microwave, Dishwasher, Washer, Dryer (Stove ""as is"")",N/A,Propane Tank,Royal Lepage Atlantic,Yes,N/A,No
Subdistrict A (Bedford),"Bradford Place, Bedford","108 Bradford Place, Bedford, NS (NOVA SCOTIA)",108 Bradford Place,https://www.viewpoint.ca/cutsheet/202508791/1/108-Bradford-Place,202508791,"Welcome to 108 Bradford Place in the feverishly popular and sought-after Waterberry Park community of West Bedford.  This exciting, 7 years young, 4-bedroom / 3- full bathroom modern home sits on a beautifully landscaped and partially fenced-in lot and has been meticulously maintained by its original owners. The curb appeal of the street and homes with its abundance of custom architectural builds, paver stone driveways, and chic modern designs create a lasting first impression.  Inside, discerning buyers will fall in love with the attractive open-concept floor plan and gorgeous high-end finishes.  The main floor has an inviting wall-papered foyer with french doors, a street-facing bedroom/office (perfect for extended family), a full bath + laundry room, a delightful chef's kitchen with gorgeous mocha cabinets, large sit-up island and granite surfaces, high-ceilings, a spacious living room with a feature wall gas fireplace, a custom beverage bar with bonus storage in the dining room and patio doors to an over-sized entertainment deck with privacy panels and stairs to the yard!  A full view of your gorgeous perennials, large 12x16 garden shed and warm sun all day long! The penthouse primary bedroom MUST be seen in person, features the entire upper level and is partnered with a spa-like ensuite with custom glass shower, soaker tub, double vanity and large walk-in closet.  The basement will not feel so ""down"" with two more large bedrooms, a large rec room, home theatre/flex room and lots of storage. This ingenious layout is distinctly practical, ideal for hosting overnight guests or a family with older children. The home features solid-surface flooring throughout, as well as a natural gas ducted heat pump system for heating and cooling, and energy efficiency/ savings! This home features a host of custom details you will not find in new construction today at this price. Contact your agent for a list of upgrades. This home is truly special and should not be missed.",2025-04-24,979900,108 Bradford Place,Bedford,B4B 0R6,4,3,[],41404880,Single Family,Detached,Bungalow,32.10x48.9 +/- jog,7,4,3 / 0,"2,294 sqft","3,429 sqft","9,688 sqft","9,684 sqft","$932,200 (2025)",N/A,Asphalt Shingle,"Steel, Brick, Aluminium Siding, Vinyl",Poured Concrete,Fully Developed,"Ceramic, Laminate, Hardwood","Heat Pump, Fireplace",Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Attached, 1.5 (attached, 1.5)","Interlocking, Double",No,N/A,"Fireplace(s), HRV (Heat Recovery Ventilation)","Landscaped, Level","Electrical, Cable, Telephone, Natural Gas, High Speed Internet, Other","Dishwasher, Dryer, Refrigerator, Stove - Gas, Washer","fridge, stove, dishwasher, range hood, washer, dryer","wireless hotspots main floor & basement, motion sensor switches, security system with flood sensors & glass break monitors, shed storage inside, selected perennials, some flag stones in backyard",None,Royal Lepage Atlantic,Yes,N/A,No
Subdistrict A (Bedford),"Bradford Place, Bedford","171 Bradford Place, Bedford, NS (NOVA SCOTIA)",171 Bradford Place,https://www.viewpoint.ca/cutsheet/202514689/1/171-Bradford-Place,202514689,"Welcome to 171 Bradford Place! This semi-detached two level, 3 bedroom, 3 bath home is located in sought after Bedford West. Upon entering you are greeted with a spacious foyer with a den/office area that is ideal for those needing a work from home space. An open concept kitchen, dining and living room area offers a great space for gathering with family and friends. The large primary bedroom with walk-in closet and 5 piece ensuite bath is also located on the main floor. A 2 piece bath along with a washer/dryer laundry add to the convenience of the main floor. The lower level features two more bedrooms, a 4 piece bath and a very spacious family room with walkout to a ground level stone patio, and a bonus exercise/hobby/den room plus utility room. The home has a ductless heat pump, a natural gas on demand furnace, natural gas fireplace and much more. Located close to all amenities. Book your showing today and make your move to 171 Bradford Place.",2025-06-16,774900,171 Bradford Place,Bedford,B4B 0R7,4,3,[],41438979,Single Family,Semi-Detached,2 Level,32x52+/-jogs,9,4,2 / 1,"2,512 sqft","2,512 sqft","13,503 sqft","13,498 sqft","$695,000 (2025)",Potential,Asphalt Shingle,"Wood Shingles, Brick, Vinyl",Poured Concrete,"Full, Fully Developed, Walkout","Tile, Ceramic, Laminate, Hardwood","Baseboard, Furnace, Heat Pump, Hot Water, Fireplace",Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Built-in, 1.5, Heated, Wired (built-in (1.5 car))","Interlocking, Double (double, interlock brick)",No,N/A,"Air Exchanger, Fireplace(s)",Landscaped,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer, Refrigerator, Stove, Washer","Fridge, stove, dishwasher, washer, dryer",N/A,None,Exit Realty Metro,No,N/A,No
Subdistrict A (Bedford),"Bramwell Court, Bedford","40 Bramwell Court, Bedford, NS (NOVA SCOTIA)",40 Bramwell Court,https://www.viewpoint.ca/cutsheet/202510214/1/40-Bramwell-Court,202510214,"Tucked away on a quiet cul-de-sac in The Parks of West Bedford—where neighbours quickly become friends and kids ride their bikes through tree-lined trails and green parks—you’ll find 40 Bramwell Court. The moment you walk in, those 12’ ceilings and the bright, open layout just feel like home.  And the kitchen? It’s truly the heart of it all. Sleek, modern cabinetry, quartz countertops, a huge island that’s perfect for morning coffee or evening chats—and a built-in pantry for all the storage you’ll ever need.  After a long day, pour yourself a glass of wine and unwind by the fireplace, or on the weekend, invite your friends over for a BBQ and washer toss on the oversized west-facing deck overlooking one of the biggest lots in the area.  Upstairs, the primary suite is a dream. A spa-like ensuite with a double floating vanity, tiled shower, and a freestanding soaker tub you’ll never want to get out of. And of course, a big walk-in closet.  This home has everything: 3 more spacious bedrooms, 2.5 bathrooms, second-floor laundry, a cozy rec room, ducted heat pump for year-round comfort, and a built-in garage.  It’s not just a house. It’s a lifestyle—and it’s waiting for you.",2025-05-07,819000,40 Bramwell Court,West Bedford,B4B 0W2,4,4,[],41427758,Single Family,Detached,2 Level,22x43,7,4,3 / 1,"1,880 sqft","2,589 sqft","6,273 sqft","6,273 sqft","$818,900 (2025)",Potential,Asphalt Shingle,"Stone, Wood Siding, Vinyl",Poured Concrete,"Full, Fully Developed","Ceramic, Laminate, Hardwood",Heat Pump,N/A,N/A,Natural Gas,Municipal,Municipal,"Yes, Single, Built-in, Heated (single, built-in)",Paved (paved driveway),No,N/A,"Air Exchanger, Alarm System, Ensuite Bath, See Remarks, HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer, Microwave, Oven, Refrigerator, Stove, Washer",N/A,N/A,None,Re/max Nova,Yes,N/A,No
Subdistrict A (Bedford),"Bramwell Court, Bedford","61 Bramwell Court, Bedford, NS (NOVA SCOTIA)",61 Bramwell Court,https://www.viewpoint.ca/cutsheet/202508821/1/61-Bramwell-Court,202508821,"Welcome to 61 Bramwell Crt, located in the heart of The Parks of West Bedford—where thoughtful design meets modern comfort. This contemporary 4-bed, 4-bath home offers a spacious layout backing onto a peaceful greenbelt, blending natural privacy w/ everyday convenience. Step inside to an open-concept main floor that feels both stylish & inviting. The kitchen is beautifully designed w/ clean lines, ample counter space, & a generous walk-in pantry—perfect for entertaining or daily family life. A bright dining area completes the space, making it the heart of the home. Upstairs, the spacious primary suite is a true retreat, featuring a spa-like ensuite w/ a soaker tub, ideal for unwinding at the end of the day. 2 additional well-sized bedrms, a full bath, & a dedicated laundry room complete this level w/ comfort & functionality. The lower level has a huge rec room, a cozy family rm, a private office, & another full bathrm. The walkout basement opens directly into the extended backyard, offering seamless access to the greenbelt, perfect for outdoor living & enjoying the natural setting.",2025-04-24,919900,61 Bramwell Court,Bedford,B4B 0W2,4,4,[],41427915,Single Family,Detached,2 Level,53' 7 x 22' +/- jog,7,4,3 / 1,"2,171 sqft","3,037 sqft","4,332 sqft","4,330 sqft","$865,300 (2025)",Potential,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,Fully Developed,"Ceramic, Laminate, Hardwood","Heat Pump, Fireplace",N/A,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Attached, Single, Heated (single attached)",Paved,No,N/A,"Air Exchanger, Central Vacuum, Ensuite Bath","Landscaped, Fenced","Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer - Electric, Microwave Rng Hd Combo, Oven - Electric, Range - Electric, Refrigerator, Washer","Oven, F, Range, DW, D, W, Microwave",N/A,None,Royal Lepage Atlantic,Yes,N/A,No
Subdistrict A (Bedford),"Christie Court, Bedford","2 Christie Court, Bedford, NS (NOVA SCOTIA)",2 Christie Court,https://www.viewpoint.ca/cutsheet/202503685/1/2-Christie-Court,202503685,"A Perfect Blend of Comfort, Convenience & Opportunity. Tucked away on a quiet cul-de-sac in the heart of Bedford South, this thoughtfully updated home strikes the perfect balance between style and function. Nestled in a highly sought-after school district and just minutes from everyday amenities, it’s also within walking distance of DeWolf Park and Paper Mill Lake—ideal for those who enjoy an active lifestyle and peaceful surroundings. Step inside and discover a move-in-ready space filled with modern upgrades. The recently renovated kitchen, featuring new appliances, is both stylish and practical—perfect for cooking, gathering, and making memories. Just beyond, the generous walk-out deck extends your living space outdoors, providing an ideal setting for summer entertaining. The bright and spacious primary suite offers a true retreat, complete with a walk-in closet featuring custom built-ins and a private ensuite. Recent upgrades include an efficient ducted heat pump system for year-round comfort, panel upgrade, a brand-new front deck, fresh paint throughout, and a roof replacement in 2020. But the standout feature? A self-contained lower-level in-law suite with the addition of its own private entrance and newly added bathroom—offering incredible flexibility for multi-generational living, guests and more. Every detail in this home has been carefully considered to offer comfort, convenience, and opportunity.",2025-02-27,649900,2 Christie Court,Bedford,B4A 4C4,4,4,[],40671695,Single Family,Detached,2 Level,35 x 20 + bay,30,4,3 / 1,"1,415 sqft","2,068 sqft","3,008 sqft","3,008 sqft","$597,000 (2025)",Potential,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,"Fully Developed, Walkout","Ceramic, Laminate, Hardwood","Heat Pump, Fireplace, Ductless Cooling",Yes,N/A,"Electric, Propane",Municipal,Municipal,"No, None","Paved, Double (double, paved)",No,N/A,"Air Exchanger, Secondary Suite, Ensuite Bath, Propane Fireplace","Cleared, Landscaped","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Refrigerator, Stove, Washer",Appliances,N/A,Propane Tank,The Agency Real Estate Brokerage,No,N/A,No
Subdistrict A (Bedford),"Crownridge Drive, Bedford","43 Crownridge Drive, Bedford, NS (NOVA SCOTIA)",43 Crownridge Drive,https://www.viewpoint.ca/cutsheet/202514528/1/43-Crownridge-Drive,202514528,"Nestled in the prestigious parks of West Bedford this exceptional home is situated on a private cul-de-sac and boasts a south facing backyard that opens directly on to a lush forested greenbelt with a natural stream and scenic walking and running trails. Enjoy the peace and privacy of a family friendly street, the highly sought after Crown Ridge Drive. This expansive home offers over 4100 ft² of refined living space, including five generously sized bedrooms and 3 1/2 bathrooms, a fully finished walkout basement and a double built in garage.The thoughtful layout is complemented by oversized windows, abundant storage and high end finishes throughout. Hunter Douglas blinds, fully ducted heating and cooling, air exchanger, a radon control system, natural gas stove, range, dryer, and water heater. The natural gas also conveniently heats the salt water pool. You also find tucked beneath your weather projected upper deck your seven seater arctic spa hot tub. The fully fenced and landscaped yard offers direct greenbelt access through gates, perfect for active families and nature lovers. Whether you are preparing a meal in your chef's kitchen, relaxing in your spa like en-suite retreat, prepping for a night out in your walk in ensuite closet or enjoying a night in in your basement complete with built-in bar, projector, pool table and direct access to the backyard, you'll be sure to find ways to take in all the pleasures of 43 Crownridge Dr. This one of a kind property is also within walking distance to Bedford's newest school offering both luxury and convenience for families alike. Don't miss your chance to live on the greenbelt side of one of the most coveted cul-de-sacs in West Bedford!",2025-06-12,1495000,43 Crownridge Drive,Bedford,B4B 0X4,5,4,[],41440637,Single Family,Detached,"2 Level, 3 Level",49x40 + jog,7,5,3 / 1,"2,807 sqft","4,108 sqft","6,237 sqft","6,234 sqft","$1,229,900 (2025)",Potential,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Ceramic, Laminate, Hardwood","Heat Pump, Fireplace, Ducted Cooling",Yes,Yes,"Natural Gas, Electric",Municipal,Municipal,"Yes, Double, Built-in, Heated, Wired (double, built-in, heated)","Exposed Aggregate, Double",No,N/A,"Gas Stove(s), In-Ground Pool, Hot Tub, Fireplace(s), HRV (Heat Recovery Ventilation)","Landscaped, Fenced","Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer, Microwave, Range - Gas, Refrigerator, Washer",N/A,N/A,None,Keller Williams Select Realty,Yes,N/A,No
Subdistrict A (Bedford),"Crownridge Drive, Bedford","49 Crownridge Drive, Bedford, NS (NOVA SCOTIA)",49 Crownridge Drive,https://www.viewpoint.ca/cutsheet/202513284/1/49-Crownridge-Drive,202513284,"Inviting spaces abound with the perfect blend of modern upscale finishes & welcoming spaces to host family & friends both inside and out! The ""tall wall"" of expansive windows add character & immerse your space with light while overlooking your resort like back yard complete with in-ground salt water pool with waterfall, surrounded by sensational stone patio, hot tub, gas fireplace, gracious lawn area and backing to a lush greenbelt area providing immense privacy...yes your personal resort oasis awaits! Elegantly dressed with stone from floor to ceiling, the gas fireplace is surrounded by timeless chic black & white decor creating an elegant open concept space complete with custom wine display & storage that is sure to please! Expansive kitchen with fabulous island, gorgeous quartz counters, massive amounts of storage in both cabinets & the generous walk-in pantry, high quality stainless appliances & bar/serving station that conveniently adjoins into your dining space. Perfect for home theatre, taking in sports events or quiet nights snuggled in for your fav Netflix binge watching, the lower level great room space has it all! This level also offers an additional bedroom & full bath, gym space, storage & utilities. Perfectly positioned on the upper level, the opulent private primary suite is welcoming as it overlooks the back yard & boasts upscale en-suite bath with soaker tub & huge shower, double vanity & separate water closet...and a custom closet reminiscent of a fine Paris boutique with extensive storage!!! Spacious secondary bedrooms, upper level laundry, fabulous baths on each level, meticulously cared for throughout and presented with pride, this upscale property awaits the most discerning buyer and is perfectly timed to ensure you enjoy all the days of summer ahead as it is completely move-in ready for you! and BTW...it is perfectly located in the sought after ""Parks of West Bedford""  Don't miss your opportunity...this one is truly special!",2025-06-03,1598800,49 Crownridge Drive,West Bedford,B4B 0X4,5,4,[],41440629,Single Family,Detached,2 Level,39.8 x 55 (+/- jogs),6,5,3 / 1,"3,402 sqft","4,679 sqft","6,231 sqft","6,233 sqft","$1,270,200 (2025)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Engineered Hardwood, Porcelain",Heat Pump,Yes,Yes,Natural Gas,Municipal,Municipal,"Yes, Attached, Heated (atttached, double, heated)",Double (double drive),No,N/A,"Alarm System, Ensuite Bath, In-Ground Pool, Hot Tub, Fireplace(s), HRV (Heat Recovery Ventilation)","Partially Fenced, Landscaped","Electrical, Telephone, Natural Gas, High Speed Internet",N/A,N/A,N/A,None,Keller Williams Select Realty,Yes,N/A,No
